商品ID,名称,价格,浏览量,销量,库存
172,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,979,50,500
173,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,285,293,374
174,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,186,492,929
175,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,190,961,328
176,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,499,386,985
177,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,435,59,688
178,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,475,934,196
179,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,566,947,901
180,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,771,924,210
181,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,844,731,591
182,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,305,528,536
183,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,392,850,798
184,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,501,215,441
185,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,177,242,416
186,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,346,363,867
187,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,342,919,938
188,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,354,355,57
189,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,447,725,313
190,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,937,764,136
191,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,913,908,966
192,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,851,69,239
193,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,795,555,70
194,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,181,750,548
195,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,570,864,733
196,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,723,494,207
197,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,438,905,879
198,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,233,129,384
199,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,159,800,854
200,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,252,559,884
201,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,662,20,685
202,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,734,577,665
203,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,466,740,749
204,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,263,391,443
205,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,887,602,301
206,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,767,726,795
207,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,617,761,796
208,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,964,175,89
209,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,45,32,236
210,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,280,207,627
211,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,672,256,116
212,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,229,286,715
213,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,602,768,869
214,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,268,119,950
215,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,852,263,68
216,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,810,992,669
217,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,145,408,604
218,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,529,528,271
219,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,991,313,608
220,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,770,199,647
221,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,723,157,189
222,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,749,879,430
223,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,672,371,632
224,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,52,537,835
225,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,509,535,895
226,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,353,388,731
227,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,668,950,439
228,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,297,42,770
229,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,148,15,372
230,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,746,525,625
231,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,841,73,781
232,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,253,460,215
233,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,694,362,61
234,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,58,747,804
235,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,349,79,111
236,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,133,485,403
237,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,675,748,331
238,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,736,190,523
239,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,627,616,361
240,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,780,682,159
241,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,853,970,217
242,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,800,912,686
243,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,322,366,817
244,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,275,68,153
245,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,184,721,282
246,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,192,998,850
247,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,321,69,707
248,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,952,96,668
249,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,251,217,142
250,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,627,168,541
251,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,23,978,731
252,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,812,243,516
253,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,834,681,366
254,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,650,226,284
255,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,544,262,24
256,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,60,247,85
257,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,166,165,742
258,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,292,689,378
259,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,938,650,569
260,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,41,451,94
261,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,742,195,359
262,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,324,822,837
263,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,370,472,118
264,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,915,613,767
265,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,695,25,507
266,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,622,853,815
267,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,910,42,107
268,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,268,853,678
269,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,128,937,105
270,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,526,562,980
271,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,831,371,952
272,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,542,411,225
273,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,514,490,210
274,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,602,529,196
275,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,758,382,448
276,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,792,447,718
277,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,434,470,778
278,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,130,864,813
279,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,285,929,804
280,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,454,273,771
281,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,275,185,656
282,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,724,63,281
283,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,627,243,23
284,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,536,914,249
285,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,854,585,437
286,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,943,311,609
287,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,785,140,726
288,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,992,10,857
289,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,404,395,806
290,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,396,760,375
291,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,935,291,505
292,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,526,459,963
293,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,539,838,357
294,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,78,542,637
295,宏碁(Acer)墨舞EX215 15.6英寸 轻薄 网课 十代酷睿 大屏笔记本(i5-10210U 8G 512GSSD 独显 全高清 防蓝光),3889.00,919,222,404
296,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,738,602,966
297,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,993,17,878
298,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,966,112,478
299,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,415,824,738
300,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,230,723,270
301,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,893,772,86
302,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,278,266,352
303,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,90,508,729
